roc_auc,accuracy,recall,precision,best_params,accuracy_train
0.6095181202708085,0.6149425287356322,0.5308641975308642,0.6133789722785665,"{'C': 0.1, 'penalty': 'l2'}",0.7686781609195402
0.6664675428116288,0.6724137931034483,0.5802469135802469,0.6723095869647594,"{'C': 0.1, 'penalty': 'l2'}",0.8060344827586207
0.6482712765957446,0.6551724137931034,0.5625,0.6539882531261841,"{'C': 0.1, 'penalty': 'l2'}",0.8850574712643678
0.6332446808510638,0.6379310344827587,0.575,0.6366887263438987,"{'C': 0.1, 'penalty': 'l2'}",0.8132183908045977
0.6466755319148937,0.6494252873563219,0.6125,0.6491182123794864,"{'C': 0.1, 'penalty': 'l2'}",0.8706896551724138
