,roc_auc,accuracy,recall,precision,accuracy_train
0,0.5981680605336519,0.6206896551724138,0.2716049382716049,0.670154577883472,0.8157365853574534
1,0.6967343687773796,0.6954022988505747,0.7160493827160493,0.6983578770868265,0.8425704069421564
2,0.5926861702127659,0.5689655172413793,0.8875,0.6470976387915729,0.7942053043950258
3,0.6587765957446808,0.6494252873563219,0.775,0.6707836557911521,0.8649320593857128
4,0.6388297872340425,0.6379310344827587,0.65,0.6411679217862333,0.8349205910385929
