roc_auc,accuracy,recall,precision,best_params
0.6111111111111112,0.6149425287356322,0.5555555555555556,0.6137773621245232,"{'C': 0.1, 'penalty': 'l2'}"
0.6533253683791318,0.6609195402298851,0.5432098765432098,0.6617177522349936,"{'C': 0.1, 'penalty': 'l2'}"
0.6579787234042553,0.6666666666666666,0.55,0.6666666666666666,"{'C': 0.1, 'penalty': 'l2'}"
0.6679521276595745,0.6724137931034483,0.6125,0.671450133519099,"{'C': 0.1, 'penalty': 'l2'}"
0.6288563829787235,0.632183908045977,0.5875,0.6315668287651046,"{'C': 0.1, 'penalty': 'l2'}"
